record_id,level,module_no,module_title_pl,lesson_no,lesson_id,lesson_title_pl,record_type,sequence,hr_text,pl_text,lemma,part_of_speech,grammar_focus,communicative_goal,exercise_type,accepted_answers,notes_pl,tags,source_url
A1-0873,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,vocabulary,14,ljut,ostry,ljut,adjective,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",flashcard|recognition,ljut,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0874,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,vocabulary,15,kiseo,kwaśny,kiseo,adjective,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",flashcard|recognition,kiseo,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0875,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,vocabulary,16,gorak,gorzki,gorak,adjective,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",flashcard|recognition,gorak,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0876,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,vocabulary,17,najviše,najbardziej,najviše,adverb,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",flashcard|recognition,najviše,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0877,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,vocabulary,18,Dobar tek!,Smacznego!,tek,phrase,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",flashcard|recognition,Dobar tek!,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0298,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,1,Volim kavu.,Lubię kawę.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,Volim kavu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0299,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,2,Ne volim juhu.,Nie lubię zupy.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,Ne volim juhu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0300,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,3,Volim jesti ribu.,Lubię jeść rybę.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,Volim jesti ribu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0301,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,4,On voli piti čaj.,On lubi pić herbatę.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,On voli piti čaj.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0302,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,5,Gladan sam.,Jestem głodny.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,Gladan sam.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0303,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,6,Žedna sam.,Jestem spragniona.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation|word_order|listening|gap,Žedna sam.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0878,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,7,Volim čokoladu i sladoled.,Lubię czekoladę i lody.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",listening|comprehension,Volim čokoladu i sladoled.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0879,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,8,Moje omiljeno jelo je riba.,Moje ulubione danie to ryba.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",listening|comprehension,Moje omiljeno jelo je riba.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0880,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,9,Ne volim ljutu hranu.,Nie lubię ostrego jedzenia.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",listening|comprehension,Ne volim ljutu hranu.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0881,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,sentence,10,Kava je gorka bez šećera.,Kawa jest gorzka bez cukru.,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",listening|comprehension,Kava je gorka bez šećera.,Zdanie przykładowe z rozszerzenia modułów 02–08; pokazywane z nagraniem w kroku „Nowe słowa w zdaniach”.,sentence|example|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0304,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,exercise_blueprint,1,,,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",multiple_choice,,Wybierz poprawne znaczenie lub odpowiedź do krótkiego promptu.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0305,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,exercise_blueprint,2,,,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",translation,,"Przetłumacz 1 krótkie zdanie PL→HR, akceptując poprawne warianty.",exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0306,A1,4,Jedzenie i restauracja,17,a1-17,Co lubisz?,exercise_blueprint,3,,,,,voljeti; biernik; ne + czasownik,"Powiedzieć, co lubisz i czego nie lubisz.",free_response,,Napisz 1–2 własne zdania z materiałem lekcji; oceń sens i kluczową konstrukcję.,exercise|lesson-player,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/|https://www.easy-croatian.com/2014/11/3.html|https://www.easy-croatian.com/2014/11/a4.html|https://www.easy-croatian.com/2014/11/a3.html
A1-0307,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,lesson,0,,,,,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,,,Projekt autorski oparty na deskryptorach CEFR A1 oraz zakresie początkujących kursów Croaticum. Treści nie są kopią podręcznika.,curriculum|cefr-a1|croatian,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0308,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,1,kafić,kawiarnia / bar,kafić,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,kafić,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0309,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,2,konobar,kelner,konobar,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,konobar,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0310,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,3,molim,proszę,molim,interjection,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,molim,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0312,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,5,sok,sok,sok,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,sok,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0313,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,6,pivo,piwo,pivo,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,pivo,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0314,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,7,šećer,cukier,šećer,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,šećer,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0315,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,8,račun,rachunek,račun,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition|production,račun,Docelowy element aktywnego słownictwa; wrzuć do FSRS po ukończeniu lekcji.,vocab|active,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0882,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,9,konobarica,kelnerka,konobarica,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,konobarica,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0883,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,10,Izvolite.,Proszę. / Słucham.,izvoljeti,phrase,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,Izvolite.,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0884,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,11,čaša,szklanka / kieliszek,čaša,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,čaša,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0885,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,12,šalica,filiżanka,šalica,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,šalica,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0886,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,13,led,lód,led,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,led,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0887,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,14,limunada,lemoniada,limunada,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,limunada,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0888,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,15,vino,wino,vino,noun,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,vino,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0889,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,16,bijela kava,kawa z mlekiem,kava,phrase,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,bijela kava,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0890,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,vocabulary,17,Hvala lijepa!,Dziękuję bardzo!,hvala,phrase,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,flashcard|recognition,Hvala lijepa!,"Słownictwo uzupełniające: lista „Więcej przydatnych słów” w lekcji, nagranie i fiszki; bez osobnej karty słowa.",vocab|supplement,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0316,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,sentence,1,Molim jednu kavu.,Poproszę jedną kawę.,,,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,translation|word_order|listening|gap,Molim jednu kavu.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0317,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,sentence,2,Htio bih čaj.,Chciałbym herbatę.,,,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,translation|word_order|listening|gap,Htio bih čaj.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
A1-0318,A1,4,Jedzenie i restauracja,18,a1-18,W kawiarni,sentence,3,Htjela bih sok.,Chciałabym sok.,,,Molim...; Htio/Htjela bih... jako gotowa formuła uprzejma,Zamówić prosty napój lub przekąskę.,translation|word_order|listening|gap,Htjela bih sok.,"Zdanie autorskie do ćwiczeń; przy inputach tekstowych warto akceptować brak części znaków diakrytycznych jako soft error, ale pokazać poprawną pisownię.",sentence|production|comprehension,https://www.coe.int/en/web/common-European-framework-reference-languages/table-1-cefr-3.3-common-reference-levels-global-scale|https://www.coe.int/en/web/common-european-framework-reference-languages/cefr-descriptors-search|https://croaticum.ffzg.unizg.hr/?page_id=1106|https://a1.ffzg.unizg.hr/
